incident_date,city,state,description,plan,citation
8/6/2013,stamford,ct,Worker at an asphalt processing plant was struck and killed by a front end loader. ,unknown,unknown
8/6/2013,cuba,nm,Worker driving pump truck died when the vehicle rolled over.,unknown,unknown
8/6/2013,gaithersburg,md,Worker struck and killed by falling tree. ,unknown,unknown
8/5/2013,american falls,id,Employee struck and killed a farming combine.,unknown,unknown
8/5/2013,santa fe springs,ca,Worker struck and killed by a motor vehicle while moving motorcycle during work.,unknown,unknown
8/5/2013,fairfield,oh,Worker in a corn storage died after being engulfed in seed. ,unknown,unknown
8/5/2013,ackerly,tx,Two employees suspended from a helicopter while working on power lines were killed when the cable holding them snapped.,unknown,unknown
8/5/2013,blue springs,mo,Employee died after being struck by automotive lift.,unknown,unknown
8/5/2013,amarillo,tx,Forklift operator unloading roofing materials from a tractor trailer died from injuries after a vehicle collision.,unknown,unknown
8/5/2013,columbia city,in,Worker killed after becoming caught and wrapped around driveshaft.,unknown,unknown
8/4/2013,arthur,il,Worker crushed and killed when an overhead door fell on him. ,unknown,unknown
8/4/2013,sobrante,ca,Worker died from injuries after being stabbed.  ,unknown,unknown
8/3/2013,follett,tx,Worker died after being struck in the head by a pipe that fell on him.,unknown,unknown
8/3/2013,burleson,tx,Employee died from head injuries after falling from a ladder while strapping conduit.,unknown,unknown
8/2/2013,gretna,la,Employee died after falling 25 feet through a skylight while replacing the roof on a building.,unknown,unknown
8/2/2013,evansville,in,Roofer electrocuted from overhead power wires.,unknown,unknown
8/2/2013,franklin,nc,Worker killed by carbon monoxide while using a forklift to load pallets. ,unknown,unknown
8/2/2013,aberdeen,sd,Employee died after being thrown from a bucket truck that tipped over while he changed lightbulbs in a parking lot.,unknown,unknown
8/2/2013,alexander,ar,Worker died after falling off a ladder while assessing a building's ventilation.,unknown,unknown
8/1/2013,mt. vernon,ia,Worker died after falling from a water tower while painting.,unknown,unknown
8/1/2013,pasadena,tx,"Employee died after being thrown from, then crushed by the tractor he was using to cut grass.",unknown,unknown
8/1/2013,wilmington,oh,Employee died after falling off a delivery vehicle and onto the road.,unknown,unknown
8/1/2013,sunrise,fl,Employee died after an unsecured steel security gate fell over onto an employee while it was being moved.,unknown,unknown
7/31/2013,kankakee,il,Worker fatally crushed when a vehicle being lifted by a front-end loader fell on him.,unknown,unknown
7/31/2013,new orleans,la,"Worker electrocuted after contacting a 7,200-volt line while connecting an overhead power line to a new electrical pole. ",unknown,unknown
7/31/2013,sarasota,fl,Painter died from injuries after being pinned between aerial lift and eave while positioning the aerial lift. ,unknown,unknown
7/31/2013,scarsdale,ny,Worker repairing telephone lines was killed when his extension ladder was struck by a passing vehicle.,unknown,unknown
7/30/2013,alameda,ca,Employee collapsed and died after performing sandblasting inside a tank on a cargo ship. ,unknown,unknown
7/30/2013,alameda,ca,Worker died while performing sandblasting operations inside a ship tank.,unknown,unknown
7/30/2013,newport beach,ca,Worker drowned while repairing tile in a jacuzzi.,unknown,unknown
7/30/2013,martin,tn,Eight workers hospitalized for carbon monoxide exposure when mulitple propane-powered equipment was used to perform building construction and maintenance.,unknown,unknown
7/30/2013,landsdale,pa,Employee died after being struck and killed by a street sweeper during road repaving work.  ,unknown,unknown
7/30/2013,gold beach,or,Construction worker killed by electric shock.,unknown,unknown
7/29/2013,tavares,fl,Six employees were hospitalized after a fire and explosion occurred in the inventory area of a propane distributor.,unknown,unknown
7/29/2013,fitzgerald,ga,Worker fatally crushed after being caught between stacks of lumber during forklift operations. ,unknown,unknown
7/29/2013,trenton,nd,Employee killed when bulldozer he was operating was struck by an Amtrak train.  ,unknown,unknown
7/29/2013,medford,ok,Employee fatally crushed by bundles of stacked polycoil tubing.,unknown,unknown
7/29/2013,wichita,ks,Worker struck and killed by passing vehicle while operating a weedeater alongside the road.,unknown,unknown
7/29/2013,la cross,wi,Worker died after falling into furnace while performing maintenance on it. ,unknown,unknown
7/28/2013,west allis,wi,Worker died after falling from a rig while removing machinery from a foundry.,unknown,unknown
7/28/2013,live oak,fl,Employee died in a traffic accident.,unknown,unknown
7/28/2013,edmond,ok,Worker electrocuted when energized wires contacted the metal frame of a water pump he was using.,unknown,unknown
7/28/2013,osborn,mo,Farm employee died at the hospital after apparently being stepped on by a bull. ,unknown,unknown
7/27/2013,bethlehem,pa,Worker electrocuted during tree trimming operations when his aerial basket contacted overhead power lines.  ,unknown,unknown
7/27/2013,beachwood,oh,"Four workers hospitalized after exposure to mold, other chemicals during a paint remediation project.",unknown,unknown
7/27/2013,madisonville,tx,Worker died from head injuries after a vehicular accident. ,unknown,unknown
7/26/2013,park,nj,Employee found dead inside a granite stone sauna oven area. ,unknown,unknown
7/26/2013,tollgate,or,Worker killed when a truck rolled over onto him.,unknown,unknown
7/25/2013,rockford,il,Employee crushed when caught between a pipe and the ground while off-loading a trailer.,unknown,unknown
7/25/2013,evanston,il,Employee suffered fatal injuries after being struck in the head by a crowbar. ,unknown,unknown
7/25/2013,sandwich,ma,Worker died after falling nearly 40 feet from a roof. ,unknown,unknown
7/25/2013,vienna,md,Worker died from a 240-foot fall from a cell tower while adjusting an antenna.,unknown,unknown
7/25/2013,houston,tx,Worker died after being pinned between two trucks while preparing to connect a winch line.,unknown,unknown
7/24/2013,bridgeport,tx,Mechanic killed when residual vapors inside a tanker truck ignited while he was replacing the truck's valve.,unknown,unknown
7/24/2013,prineville,or,Worker was crushed while dismantling parts from iron frame for salvage.,unknown,unknown
7/24/2013,wynantskill,ny,Employee killed when a truck rolled over him while he performed road paving operations. ,unknown,unknown
7/24/2013,garland,tx,Employee died after falling 25-feet through a roof opening while installing new air conditioner. ,unknown,unknown
7/23/2013,franklin,oh,Worker killed when a piece of fabricated steel struck him in the chest as he cleaned excess paper pulp from a digester machine.,unknown,unknown
7/23/2013,plymouth,ma,Employee fatally crushed when a piece of formwork he was constructing fell on him.,unknown,unknown
7/23/2013,perry,oh,Worker died after falling backwards from a fork truck while completing tree trimming activities.,unknown,unknown
7/23/2013,aberdeen,sd,Worker struck and killed by a semi-trailer while serving as a spotter at a construction site. ,unknown,unknown
7/23/2013,sparta,tn,Worker died from a 30-foot fall when a suspension scaffolding support cable pulled free.,unknown,unknown
7/23/2013,oklahoma city,ok,Driver died after a PVC pipe rolled off a trailer and struck him.,unknown,unknown
7/22/2013,robersonville,nc,Worker killed after being pulled into the conveyor of a tobacco harvester.   ,unknown,unknown
7/20/2013,aurora,il,Employee killed while cleaning a cement mixer that activated while the employee was inside.,unknown,unknown
7/20/2013,macon,ga,Employee fatally crushed when a portion of a crane fell on him while removing the mast of a latice boom. ,unknown,unknown
7/20/2013,mount carmel,il,Employee struck and killed by tree limb while removing limbs entangled in a telephone line.,unknown,unknown
