incident_date,city,state,description,plan,citation
10/13/2011,tampa,fl,Worker was shot and killed during a robbery.,unknown,unknown
10/13/2011,lebanon,tn,Worker died after falling down a flight of stairs.,unknown,unknown
10/13/2011,walker,mi,Police Officer laying a spike strip was run over and killed by suspect vehicle during police chase.,unknown,unknown
10/15/2011,sioux city,ia,"Construction worker died from fatal head trauma when a wall collapsed, crushing him.",unknown,unknown
10/17/2011,buckhannon,wv,Worker died after falling 35 feet through the doorway of a silo-type structure.,unknown,unknown
10/17/2011,mobile,al,Worker was electrocuted while repairing a hotel room air conditioning unit.,unknown,unknown
10/18/2011,north kingstown,ri,Worker replacing a roof was killed after falling 47 feet.,unknown,unknown
10/19/2011,marshfield,ma,Worker rotating truck tires was killed when one of the rings holding the tire in place struck him in the head.,unknown,unknown
10/19/2011,mound,mn,Worker removing debris from back of trash truck was crushed between truck's cart tipper and the loading dock.,unknown,unknown
10/19/2011,berkeley,ca,Worker in full suit and mask died from a seizure while removing asbestos.,unknown,unknown
10/20/2011,middletown,ca,Worker went off a cliff.,unknown,unknown
10/20/2011,marysville,ca,Worker was killed after he was run over by a farm tractor.,unknown,unknown
10/21/2011,st. augustine,fl,Worker repairing a roof died after stepping on a metal sheet that covered a hole and falling 20 feet.,unknown,unknown
10/3/2011,honolulu,hi,Residential construction worker renovating roof died after falling two stories.,unknown,unknown
10/15/2011,san diego,ca,Mechanic died from possible aneurism and heart attack after making repairs to boat engine.,unknown,unknown
10/16/2011,miami,fl,Worker trying to replace pumps inside a manhole collapsed and later died from exposure to toxic air.,unknown,unknown
10/17/2011,st. helena,ca,"Worker tripped and fell while walking on job site, hitting his head on a step. Worker later suffered a heart attack at hospital.",unknown,unknown
10/18/2011,mencken,nd,Trench engulfment.,unknown,unknown
10/19/2011,parshall,nd,Water treatment plant worker diving into a 138-foot-deep chamber to perform maintenance died after his umbilical line failed.,unknown,unknown
10/20/2011,pelham,al,Worker repairing an SUV was killed when the truck slipped into gear and ran over him.,unknown,unknown
10/20/2011,mckenzie,nd,Truck driver hauling gravel was killed when his truck tipped over.,unknown,unknown
10/20/2011,warrensburg,ny,Worker inspecting a bridge died after he was pinned between bridge and lift basket.,unknown,unknown
10/21/2011,san antonio,tx,Worker applying siding on a chimney died after falling 18 feet.,unknown,unknown
10/21/2011,florence,ky,"Pipe layer was killed when a testing machine he was using swung around, striking him in the head.",unknown,unknown
10/22/2011,seattle,wa,Manager of self storage facility was stabbed during a robbery.,unknown,unknown
10/22/2011,miami,fl,Worker inspecting a vessel's cargo from a suspended man basket died after equipment failure caused him to fall 18 feet to the ground.,unknown,unknown
10/23/2011,orrville,oh,Worker using a wheelabrator machine died of complications sustained when his finger was amputated.,unknown,unknown
10/24/2011,miami,fl,Worker installing weather stripping at an apartment building was killed after falling 40 feet.,unknown,unknown
10/25/2011,stamford,ct,Worker installing metal roof panels died from head injuries after falling 35 feet to the ground.,unknown,unknown
10/25/2011,fayetteville,nc,Worker riding on rear of trash truck was killed when he fell under the truck traveling in reverse.,unknown,unknown
10/25/2011,dickson,tn,Worker was struck ad killed by a falling tree limb.,unknown,unknown
10/25/2011,camden,nj,Worker was struck and killed when a tool disk struck him in the chest.,unknown,unknown
10/25/2011,palo alto,ca,Worker was run over by a semi-truck traveling in reverse.,unknown,unknown
10/25/2011,crawfordsville,in,Worker was run over and killed by machine.,unknown,unknown
10/26/2011,charlotte,nc,Worker unclogging trash chute died after falling 40 feet when the chute collapsed.,unknown,unknown
10/28/2011,fort worth,tx,Worker was found crushed between truck and loading dock.,unknown,unknown
10/29/2011,jamaica,ny,Landscape worker riding in the back of a truck died from carbon monoxide fumes after he used a gas-powered lawn mower to keep warm.,unknown,unknown
10/10/2011,albuquerque,nm,Worker died from injuries sustained when a fuel dispenser fell on him.,unknown,unknown
10/24/2011,lyons,ga,Worker installing metal roof panels on a warehouse building died after falling 21 feet through a roof opening.,unknown,unknown
10/27/2011,watford city,nd,Worker was killed in a vehicle roll-over incident while enroute to a job site.,unknown,unknown
10/27/2011,green point,pa,Worker changing knife blades on a wood chipper was killed when he was caught between the chipper's spout and mounting plate.,unknown,unknown
10/28/2011,lakewood,oh,Worker was killed when he fell 15 feet from a collapsed roof.,unknown,unknown
10/28/2011,hicksville,ny,Worker was struck by a motor vehicle.,unknown,unknown
10/29/2011,atchison,ks,Four workers were killed in a grain elevator explosion and fire.,unknown,unknown
10/29/2011,atchison,ks,Two workers were killed while performing grain inspection services at a grain elevator when an explosion occurred.,unknown,unknown
10/30/2011,yorkville,tn,Worker was crushed by a lift box while fixing a hydraulic leak on a press.,unknown,unknown
10/31/2011,chicago,il,Worker was found unresponsive in a stairwell of the building where he worked.,unknown,unknown
11/1/2011,smithtown,ny,Worker pumping sludge out of a sewage treatment tank died after falling into tank.,unknown,unknown
11/1/2011,houston,tx,Worker inspecting a large gas compressor fan was crushed when the fan fell on him.,unknown,unknown
11/1/2011,plaquemine,la,Worker was crushed by a 15-ton crane.,unknown,unknown
11/1/2011,houston,tx,Worker died after he was hit by a falling tree.,unknown,unknown
11/2/2011,lafayette,in,Worker fell while climbing tower.,unknown,unknown
11/2/2011,memphis,tn,Mechanic was crushed between elevator and hoistway while riding on top of elevator's cab.,unknown,unknown
11/3/2011,spring valley,wi,Worker connecting a newly installed pipe line inside of a trench died when the trench caved in.,unknown,unknown
11/3/2011,springfield,mo,Worker serving as a spotter was crushed between a truck and tractor trailer.,unknown,unknown
11/3/2011,franklin,pa,"Worker using a flammable solvent to clean a mixer blade was killed when a piece of equipment ignited the solvent, causing a flash fire.",unknown,unknown
10/7/2011,thousand oaks,ca,Tree trimmer died from head injuries after falling 30 feet from a tree.,unknown,unknown
10/13/2011,new york,ny,Worker installing a fall protection safety line died after touching a live wire while on a ladder and falling 92 feet.,unknown,unknown
10/25/2011,palo alto,ca,Worker struck by truck travelling in reverse.,unknown,unknown
10/25/2011,johnstown,pa,Worker died from head and spinal injuries after falling 20 feet from a roof.,unknown,unknown
10/26/2011,vernal,ut,Worker lifting a 21-foot pipe died from head trauma after the pipe fell and hit his head.,unknown,unknown
10/28/2011,los angeles,ca,Worker died after falling off dock while trying to stop an out of control forklift.,unknown,unknown
10/28/2011,monroeville,pa,Worker died when he suffered a severe laceration to his leg while cutting tree branches.,unknown,unknown
11/1/2011,indianapolis,in,Maintenance worker received fatal injuries in electric pallet jack accident.,unknown,unknown
11/2/2011,portales,nm,Worker was killed when strong winds caused the door of a transport trailer to strike him.,unknown,unknown
11/3/2011,fairview,tx,Two workers performing maintenance work on a sewer line died from exposure to a hazardous atmosphere after entering a manhole.,unknown,unknown
11/3/2011,juneau,ak,Worker loading construction equipment died when he was caught between a toppled crane and a railing off the deck barge.,unknown,unknown
11/4/2011,muskegon,mi,"Worker was crushed by a 1,500 pound bag of pigment that fell on him.",unknown,unknown
11/4/2011,philadelphia,pa,Worker was crushed underneath a portable storage container after the container tipped over.,unknown,unknown
11/5/2011,moorestown,nj,Worker was crushed in a coating machine.,unknown,unknown
11/6/2011,branson,mo,Worker applying fire retardant material to steel beams of an apartment complex died after falling from the elevated platform.,unknown,unknown
11/6/2011,lisbon,ct,Worker performing tree maintenance was run over and killed by an excavator.,unknown,unknown
11/7/2011,mantera,ca,Worker disconnecting a garbage trailer from a tractor was killed when the tractor and trailer ran over him.,unknown,unknown
11/7/2011,foraker,ok,Worker on an oil/gas well drilling rig was struck and killed by a block that fell to the rig floor.,unknown,unknown
11/7/2011,lancaster,ma,Worker died after becoming entangled in the unguarded shaft of a gluing machine.,unknown,unknown
11/7/2011,mayaguez,pr,Worker cutting a beam to a water tank was killed when the tank fell on him.,unknown,unknown
11/8/2011,brillion,wi,Worker adjusting a limit switch on a molding machine died after he was struck by the machine and fell 6 feet to the floor.,unknown,unknown
11/10/2011,brecksville,oh,Worker setting up a traffic control board was struck and killed by a semi-truck.,unknown,unknown
10/8/2011,new york,ny,Worker was struck and killed by his unoccupied truck as it rolled to the bottom of an incline.,unknown,unknown
10/14/2011,raleigh,nc,Worker fell at movie theater.,unknown,unknown
10/15/2011,gray,tn,"Employee fell approximately 18 feet from the roof of a frame residential structure, after striking his head on a trailer jack.",unknown,unknown
10/22/2011,chicago,il,Worker servicing a cable line died after falling 15 feet to the concrete pavement.,unknown,unknown
10/24/2011,monroe,mi,Maintenance worker adjusting a belt wrapper was crushed between the wrapper and machine frame.,unknown,unknown
10/27/2011,china grove,nc,Pizza delivery worker died from head injuries after falling from front porch striking his head on the sidewalk.,unknown,unknown
10/29/2011,burns harbor,in,Worker died from burns after a steam pipe erupted.,unknown,unknown
10/31/2011,chehalis,wa,Worker repairing a dry-rotted roof died when he fell 30 feet through a hole.,unknown,unknown
11/1/2011,kent,wa,Worker died from head trauma after falling while climbing pallet racks to pick orders of envelopes.,unknown,unknown
11/6/2011,seattle,wa,Janitor fell and struck head.,unknown,unknown
11/7/2011,canton,sd,Worker doing maintenance on machinery died after being caught between the machine and a moving part.,unknown,unknown
11/8/2011,brooklyn,ny,One worker died and three others were hospitalized when multiple floors collapsed in the structure where they were pouring concrete.,unknown,unknown
11/8/2011,brooksville,fl,A construction worker removing paint strips from road was struck and killed by a vehicle.,unknown,unknown
11/9/2011,canton,il,Worker died after falling 9 feet in an elevator shaft to the basement.,unknown,unknown
11/9/2011,morgan city,la,Maintenance worker trying to remove a hose from a forklift was fatally crushed by the forks when the hydraulic pressure was released.,unknown,unknown
11/9/2011,wilson,nc,Worker attempting to move a service pole while inside a bucket truck died after falling more than 50 feet when the pole fell on the bucket.,unknown,unknown
11/11/2011,york,pa,"Forklift operator was killed when he jumped out of the cab as the forklift tilted sideways, and was struck on the head by the extendable arm of the lift.",unknown,unknown
11/11/2011,palatka,fl,Worker was struck on the head and killed by a log that fell from his load.,unknown,unknown
11/11/2011,mamaroneck,ny,Worker was struck and killed by a local government truck in a recycling yard while performing leaf collection.,unknown,unknown
11/12/2011,tiki island,tx,"Worker tightening a nut while sitting on a horizontal beam slipped and fell 14 feet, landing on his head and shoulders.",unknown,unknown
11/12/2011,evansville,in,Worker died after falling six feet from a scissor lift.,unknown,unknown
11/12/2011,oil center,nm,Solar farm worker died after developing a respiratory ailment (Desert Fever) while working in the field.,unknown,unknown
11/12/2011,fairborn,oh,"Worker replacing a sewer line inside a trench was killed after natural gas contacted an ignition source, causing an explosion and fire.",unknown,unknown
11/13/2011,livermore,ca,Worker died after collapsing while working in a home furnishings store.,unknown,unknown
11/14/2011,loveland,co,Worker died after falling from an extension ladder in the back yard of a residential home.,unknown,unknown
11/14/2011,china,tx,"A tractor driver drowned when his tractor flipped over and landed upside down in a ditch, trapping him inside the cab.",unknown,unknown
11/14/2011,newark,nj,Worker was struck and killed by a vehicle at the edge of a parking lot driveway.,unknown,unknown
11/15/2011,washington,pa,Worker was crushed after part of a bulldozer bucket being cut for scrap collapsed on him.,unknown,unknown
11/15/2011,fullerton,ca,One worker was killed and another hospitalized after being overcome by fumes while using a paint stripping chemical in a confined space.,unknown,unknown
11/16/2011,chicago,il,Worker performing building demolition operations was fatally crushed when a section of the wall collapsed on him.,unknown,unknown
11/16/2011,suttons bay,mi,Worker was asphyxiated in a brine pit while transferring cherries from a brine pit to truck.,unknown,unknown
11/18/2011,belleville,il,Worker operating a wood chipper was killed after being pulled into the machine.,unknown,unknown
11/18/2011,chicago,il,Worker repairing a roof died after falling three stories to the ground.,unknown,unknown
2/2/2011,douglas,wy,"Worker died when the assist device on a derrick ladder failed, causing him to fall approximately 70 feet.",unknown,unknown
11/3/2011,okeechobee,fl,Worker riding a horse while performing routine work at a ranch fell off and was killed when the horse stepped on his torso and face.,unknown,unknown
11/3/2011,savannah,ga,Worker died after slipping off ladder and falling 33 feet.,unknown,unknown
11/8/2011,sparta,tn,Worker died when struck in the chest by a pack of lumber.,unknown,unknown
11/14/2011,norman park,ga,"Worker attempting to gain access to a moving trailer, slipped and was killed after being run over by another trailer.",unknown,unknown
11/14/2011,burkettsville,oh,Worker died from an apparent electrocution after being found in the boiler room with multiple burns.,unknown,unknown
11/16/2011,marks,ms,Worker operating a cotton press was killed when she was hit by parts of the machine after it blew up.,unknown,unknown
11/16/2011,palmetto,fl,Worker was electrocuted when the tractor he was driving touched an overhead power line.,unknown,unknown
11/17/2011,cleveland,oh,"Worker cleaning up after repairing a roof, died when he fell off the roof and landed on his head.",unknown,unknown
11/19/2011,lynn,ma,Worker was struck and killed by an overhead door.,unknown,unknown
11/20/2011,leoti,ks,Worker walking on a catwalk that connects to a fermentation tank died when he fell inside the tank.,unknown,unknown
11/20/2011,mattydale,ny,Worker was helping a driver whose vehicle was disabled and was struck and killed by a passing tractor trailer.,unknown,unknown
11/20/2011,seven springs,nc,Worker performing electrical repair was killed when he was thrown from the bucket truck after it was hit by a tractor trailer.,unknown,unknown
11/21/2011,houston,tx,Road worker repairing guardrails was struck and killed by a car.,unknown,unknown
11/23/2011,franksville,wi,Worker was checking numbers on a trailer and was crushed between two trailers.,unknown,unknown
11/30/2011,selinsgrove,pa,Warehouse worker died from head trauma after falling from ladder.,unknown,unknown
11/18/2011,lake junaluska,nc,Worker died when he slipped down the stairs and struck his head.,unknown,unknown
11/21/2011,new port richey,fl,Worker died after slipping and falling on a wet floor.,unknown,unknown
11/21/2011,west jefferson,nc,Worker died when he fell 10 feet from a trailer while unloading trees.,unknown,unknown
11/23/2011,ft. myers,fl,Road maintenance worker was killed when he was hit by a car.,unknown,unknown
11/23/2011,raleigh,nc,"Worker making repairs in a church attic without using fall protection, died when he fell through the ceiling to the concrete floor.",unknown,unknown
11/26/2011,bay shore,ny,Laundry services worker was crushed by a conveyor shuttle.,unknown,unknown
11/26/2011,south fallsburg,ny,Federal safety inspector died of respiratory system complications.,unknown,unknown
11/28/2011,w. monroe,la,Worker operating an excavator in a sand pit was killed when the machine became engulfed in wet sand.,unknown,unknown
11/28/2011,commerce city,co,Worker unloading a semi-truck was crushed by a tow truck.,unknown,unknown
11/28/2011,homestead,fl,Worker was electrocuted after bobcat carrying trees touched an overhead power lines.,unknown,unknown
11/28/2011,theresa,wi,Worker died after being exposed to a chemical following a chemical spill.,unknown,unknown
11/29/2011,trenton,nc,"Worker was killed after four bales of cotton, each weighing 500 pounds, fell on top of him.",unknown,unknown
11/29/2011,plant city,fl,Worker repairing company's front gate was found unresponsive inside utility vehicle.,unknown,unknown
11/30/2011,calvert,al,Worker operating an overhead crane connected to a roll of steel was crushed between falling and stationary rolls of steel placed in the layout area.,unknown,unknown
11/30/2011,hanford,ca,Worker was struck and killed by the seal from an over-pressurized diesel fuel tank.,unknown,unknown
12/1/2011,menands,ny,Worker died after falling 18 feet from a ladder.,unknown,unknown
12/1/2011,sebring,fl,Worker died when he fell from a pallet elevated by a forklift.,unknown,unknown
12/1/2011,alsip,il,Worker adjusting supports holding up a trailer was killed when his head and torso were caught between two side-by-side trailers.,unknown,unknown
12/1/2011,eureka,ca,Worker was struck and killed by a log that bounced off a stump.,unknown,unknown
11/1/2011,sierrra vista,az,Worker died when he fell 18 feet while climbing a ladder.,unknown,unknown
11/24/2011,chicago,il,Worker was shot by a co-worker.,unknown,unknown
12/1/2011,atlanta,ga,Two workers were killed when the crane they were operating collapsed.,unknown,unknown
12/1/2011,avon park,fl,Worker loading machinery onto a utility truck was electrocuted when the truck's lift touched an overhead power line.,unknown,unknown
12/2/2011,indian springs,nv,Worker was killed when caught-in between a tractor backing up and a trailer.,unknown,unknown
12/3/2011,north bergen,nj,Worker operating a tilt frame truck used to place a roll-off container onto the truck was killed when an anchorage point broke free and struck him on the head after it was propelled through the rear window of the truck cab.,unknown,unknown
12/5/2011,bainbridge,ny,Worker was cutting down a tree when he was struck and killed by a nearby falling tree.,unknown,unknown
12/5/2011,new albany,oh,Worker servicing a refrigeration unit leak collapsed and died.,unknown,unknown
12/5/2011,san rafael,ca,Worker was fumigating a house and collapsed.,unknown,unknown
12/5/2011,irvine,ca,Worker removing roofing tiles died after falling 14 feet and striking his head.,unknown,unknown
12/5/2011,deming,nm,Worker died after he slipped and fell while clearing asphault.,unknown,unknown
12/5/2011,lancaster,pa,Worker putting paddles in the back of a pickup truck was run over and killed after the driver put the truck in reverse.,unknown,unknown
12/6/2011,eagle pass,tx,Worker died after being struck by a tree-pruning machine he was repairing.,unknown,unknown
12/8/2011,commerce,ca,Worker died after falling nearly 40 feet from an aerial lift work platform after a bridge crane collided into the lift boom.,unknown,unknown
12/8/2011,rising star,tx,Worker died from head injuries after he was thrown from a collapsed rig.,unknown,unknown
12/9/2011,haverstraw,ny,Worker died when he fell from a ladder while repairing a garage bay door opener.,unknown,unknown
12/2/2011,salt lake city,ut,"Worker died after falling 12 feet from an unsecured ladder while cutting into a 5,000-gallon tank.",unknown,unknown
12/2/2011,columbus,ga,Worker walking across the parking lot was struck and killed by a semi-truck delivering freight.,unknown,unknown
12/5/2011,savannah,ga,Worker engaged in roadway patchwork was struck and killed by a motor vehicle.,unknown,unknown
12/6/2011,palm springs,fl,"Worker died when a 3,000-pound commercial oven he was loading fell off the manual forklift, crushing him.",unknown,unknown
12/6/2011,louisville,ky,Worker died after being kicked by a horse.,unknown,unknown
12/7/2011,naples,fl,Worker picking up road barricades while riding on the back bumper of a company truck died from head injuries when he fell off.,unknown,unknown
12/8/2011,pratville,al,Worker was trimming around power lines when he was struck and killed by a falling limb.,unknown,unknown
12/9/2011,smyrna,ga,"Worker installing a cooling fan died when the fan fell, pinning him underneath it.",unknown,unknown
12/9/2011,farmington hills,mi,Worker's head was crushed between the rear of a trailer and a warehouse door.,unknown,unknown
12/9/2011,west point,ny,"Worker suffered fatal injuries after falling off a ladder, hitting his head on concrete.",unknown,unknown
12/9/2011,denton,tx,Worker operating a forklift that became stuck in a muddy pothole was killed when the unbalanced forklift tipped over onto him after he attempted to jump from vehicle.,unknown,unknown
12/9/2011,norwalk,wi,Worker removing a water line on a kill floor was electrocuted after touching energized parts.,unknown,unknown
12/10/2011,mohnton,pa,"Worker disassembling the head piece of a forage harvester was killed when the machine tipped over, crushing him.",unknown,unknown
12/10/2011,wellsboro,pa,"Worker walking alongside a forklift was run over and killed when he fell, landing in front of the forklift's rear tire.",unknown,unknown
12/12/2011,avon,oh,Worker was found slumped over a guardrail.,unknown,unknown
12/12/2011,streamwood,il,Worker was crushed by an auger inside a salt truck.,unknown,unknown
12/12/2011,deerfield beach,fl,Worker trimming trees was electrocuted after contacting a high voltage line.,unknown,unknown
12/13/2011,dallas,ga,"Worker handling an abrasive waterjet machine died from injuries when a high pressure water line coupling failed, causing the water to hit the worker in the chest.",unknown,unknown
12/13/2011,arcadia,fl,Worker performing welding tasks inside a steel tank was killed when he fell 55 feet from scaffolding.,unknown,unknown
12/13/2011,morton,wa,Worker was found crushed on a conveyor belt.,unknown,unknown
12/13/2011,springfield,mi,Worker was electrocuted after touching a 480-volt plug.,unknown,unknown
12/14/2011,la crosse,wi,Worker was working on a vehicle that fell from the hydraulic in ground two post lift.,unknown,unknown
11/22/2011,new orleans,la,Worker died of head injuries when he fell out of a scissor lift that tipped over.,unknown,unknown
11/28/2011,ann arbor,mi,Worker died after falling nearly 50 feet from a ladder.,unknown,unknown
12/2/2011,grand prairie,tx,Worker using a 40-foot ladder to hang Christmas lights was electrocuted when the ladder touched an overhead power line.,unknown,unknown
12/6/2011,palo alto,ca,Worker fell in an elevator shaft.,unknown,unknown
12/8/2011,cayey,pr,Worker was crushed between a trailer and a door.,unknown,unknown
12/12/2011,plano,tx,Worker died when he fell from a ladder.,unknown,unknown
12/13/2011,schaumburg,il,Worker installing graphic decals died after falling more than 11 feet.,unknown,unknown
12/13/2011,fort collins,co,Worker was killed after being struck by a fallen tree branch while performing tree trimming activities.,unknown,unknown
12/14/2011,houston,tx,Worker repairing a roof died after falling 25 feet through the roof to the concrete floor.,unknown,unknown
12/14/2011,lafayette,la,Worker installing shingles on a roof died when he fell nearly 20 feet to the ground.,unknown,unknown
12/14/2011,new york,ny,Worker was crushed between the passenger elevator car and the shaft wall.,unknown,unknown
12/15/2011,cameron,tx,Worker died after being struck and dragged 400 ft by a tractor trailer while walking in a parking lot during heavy rain.,unknown,unknown
12/16/2011,union,nj,Worker was struck and killed by a bus.,unknown,unknown
12/16/2011,humacao,pr,"Worker adding air to a tire was killed when it exploded, propelling him through the building's roof.",unknown,unknown
12/17/2011,east liverpool,oh,"One worker died, another was seriously burned after handling nonferrous metal material.",unknown,unknown
