incident_date,city,state,description,plan,citation
9/24/2010,burnside,ky,"Workers were using grinder and oxyacetylene torch to remove equipment from a conveyor system located above silos used to store charcoal briquettes. A flash fire was ignited after sparks contacted a residual pile of charcoal dust, resulting in 1 fatality and 3 hospitalizations.",unknown,unknown
9/30/2010,charlotte,nc,"Two workers were inspecting waterfront property on a boat,when an unknown event led to their drowning.",unknown,unknown
10/1/2010,chino,ca,Volunteer was crushed between two vehicles while loading equipment onto a flatbed trailer.,unknown,unknown
10/1/2010,buckeye,nm,Worker was electrocuted while installing a pole to tie into overhead transmission lines.,unknown,unknown
10/1/2010,adelanto,ca,Worker suffered fatal injuries after falling 20 feet from a scaffold.,unknown,unknown
10/1/2010,noblesville,in,Maintenance worker received fatal injuries after being crushed under a garage door.,unknown,unknown
10/1/2010,hudson,ia,"Worker with head and upper torso inside a tanker truck loaded with 6000 pounds of sludge, fell into the tanker.",unknown,unknown
10/4/2010,west palm beach,fl,The worker trimming a tree at a private residence hit a power line and was electrocuted.,unknown,unknown
10/4/2010,middletown,oh,The worker was working on the ground dragging cut tree brush. The pruner dropped a tree limb approximately 25 to 35 feet down striking the worker in the head.,unknown,unknown
10/5/2010,dallas,tx,The worker fell 15 feet from a ladder while working to remove piping inside a concrete raw sewage digester.,unknown,unknown
10/5/2010,sarasota,fl,The worker fell through a roof.,unknown,unknown
10/6/2010,rich hill,mo,"The worker was using a chainsaw to cut a tree trunk. As the trunk was cut, it split and sprang back striking the worker fatally.",unknown,unknown
10/6/2010,sugarcreek twp,oh,A tree trimmer died from a 90-foot fall.,unknown,unknown
10/6/2010,chalmette,la,"The worker was working under supplied air with a helper inside a hydrogen sulfide unit. The worker was leaving the job, and slumped over for unknown reasons.",unknown,unknown
10/6/2010,ellenville,ny,The worker was stabbed and killed by a patient.,unknown,unknown
10/7/2010,mt prospect,il,The worker was found dead in the men's restroom from what appeared to be a heart attack.,unknown,unknown
10/7/2010,elk grove village,il,"The worker was working on the roof, fell through a skylight and landed on a concrete floor.",unknown,unknown
10/8/2010,convent,la,The worker was climbing a ladder on a scaffold to start dismantling it when he fell from the ladder approximately 42 feet to the ground.,unknown,unknown
10/8/2010,new york,ny,The worker was cleaning the 4th floor window from a ledge without fall protection and fell.,unknown,unknown
10/8/2010,johns creek,ga,"The worker was carrying shingles to the roof using a ladder. The worker lost his footing, slipped off the ladder and struck his head on the ground.",unknown,unknown
10/8/2010,white,sd,The worker was working in a windmill farm construction staging area and was struck and killed by a truck.,unknown,unknown
10/9/2010,cleveland,ms,"The worker was moving materials using a crane. The crane tipped over, and the worker was ejected from the cab of the crane. The crane ran over and crushed the worker.",unknown,unknown
6/26/2010,inc. britt,ia,Worker suffered fatal injuries when support gave way and he was crushed under boat and trailer.,unknown,unknown
10/6/2010,bridgeport,oh,"The worker was working in a private home, the resident of the home heard a noise and found worker. The worker never regained consciousness.",unknown,unknown
10/7/2010,garden city,ks,Two workers were using a plasma cutter to cut a sheet of metal while the metal was sitting on two empty drums of hydraulic fluid. The workers cut into one of the barrels resulting in an explosion/fire. One worker sustained burns to the upper part of his body and face. The other worker sustained fractures and shrapnel wounds. One fatality.,unknown,unknown
10/8/2010,galt,c,"Worker sustained fatal injuries after falling 10 to 15 feet from a beam, landing on his head.",unknown,unknown
10/9/2010,denville,nj,The worker was crushed between garage door frame and machine he was attempting to move into the garage resulting in fatal injury.,unknown,unknown
10/9/2010,union,il,Two EMTs suffered fatal injuries in a motor vehicle accident when their ambulance was struck by another vehicle whose diver ran a stop sign.,unknown,unknown
10/11/2010,metamora,il,Worker backed his truck to dump a load of CA6/Roadmix; the truck was in a jackknifed position. As the dump was raised he truck tipped over crushing the cab of the truck.,unknown,unknown
10/11/2010,columbus,oh,"The worker fell and broke her hip. The worker subsequently had a surgery for her broken hip, and had been in a rehabilitation home for four to five weeks. The worker's son stated that the death could possibly be due to a complication from the surgery.",unknown,unknown
10/11/2010,miami beach,fl,The worker was attempting to repair an elevator when he got caught in between the elevator and adjacent wall resulting in the worker dying of crushing injuries.,unknown,unknown
10/11/2010,orange,tx,"The worker was on his 5th day training to be a rail switchman. The other members lost contact with him, when he was located, he was found laying next to the rail, with fatal injuries.",unknown,unknown
10/13/2010,arenzille,il,The worker was working alone on a ladder installing piping in preparation for start-up. The worker was found on the ground nonresponsive.,unknown,unknown
10/13/2010,chicago,il,An employee was operating a palletizer when apparently he climbed into the machine to un-jam a pallet and was crushed.,unknown,unknown
10/13/2010,richmond,tx,"Worker was conducting cleaning operations within a 500,000-gallon aboveground water tank, and drowned.",unknown,unknown
10/13/2010,channahon,il,"Two employees were conducting demolition operations and a piece of rebar was lodged in the concrete. Employee 1 used the Bobcat hammer and began hammering the area near the rebar, the vibrations caused the rebar to come free from Employee 2 hand, the rebar struck him in the head, causing serious damage to his cranium.",unknown,unknown
10/14/2010,chicago,il,"Worker was working from a bucket truck, pulling wire. An oncoming truck snagged the wire and pulled the worker from the bucket truck.",unknown,unknown
10/14/2010,lake city,co,Worker rolled backhoe into river.,unknown,unknown
10/16/2010,tulsa,ok,Worker was walking behind a dump truck and was run over by the truck.,unknown,unknown
5/3/2010,honolulu,hi,A coconut tree trimmer suffered fatal injuries after getting caught in his body harness.,unknown,unknown
7/31/2010,cannon falls,mn,"Worker was accessing a side kit door of tractor trailer semi and lost grip on handrails; falling backwards, hit back of head on concrete floor.",unknown,unknown
10/18/2010,austin,tx,"Worker was riding in golf cart. He stepped out while it was still moving, fell, and hit his head.",unknown,unknown
10/18/2010, waipahu,hi,"Worker was operating a front-end loader with backhoe attachment when he lost control on a 40- to 60-degree slope. The tractor flipped onto its left side, fatally pinning the worker under the cab's roof area. No seat belt was found on the tractor.",unknown,unknown
10/19/2010,merced,ca,"Worker traveling to client's home, when another person in another vehicle drove into a tractor trailer. The truck hit the worker's car, resulting in fatal injuries.",unknown,unknown
10/19/2010,chicago,il,"While delivering compressed gas cylinders, worker collapsed from compressive asphyxia; cause unknown.",unknown,unknown
10/20/2010,mount holly,nc,The roof section of a screened porch fell and struck the worker.,unknown,unknown
10/22/2010,las vegas,nv,"Worker was dusting decorative molding when he fell approximately eight feet to the floor, resulting in blunt force trauma to his head. (This was a possible diabetic episode; the coroner is investigating.)",unknown,unknown
10/23/2010,napa,ca,Worker was on her dinner break. She did not return and was found dead on the grounds at 6:10 p.m. A patient was arrested by Napa County Sheriff's Office and is being held in corrections with the fatal incident.,unknown,unknown
10/23/2010,lusby,md,"During a demolition operation, worker was attached into a pylon splash jacket that slipped down the pylon and pulled the worker 50 feet underwater.",unknown,unknown
10/24/2010,kettleman city,ca,"Worker was crushed when tractor he was driving, pulling a bin dumper full of pomegranates, fell onto its side. Worker was possibly trying to make a U-turn while going too fast.",unknown,unknown
10/24/2010,berlin,nj,Worker was walking across roof and fell through the roof to the floor.,unknown,unknown
10/25/2010,havertown,pa,"While roofing, worker fell from pitched roof of residence.",unknown,unknown
10/25/2010,gulf breeze,fl,Worker was placing highway safety barrels for a lane closure. An on-coming car swerved into the closed lane and struck him.,unknown,unknown
10/26/2010,kettleman city,ca,"Worker was using an auger to drive posts into the ground, when his clothing became entangled in the equipment resulting in fatal injuries.",unknown,unknown
10/26/2010,houston,tx,"While walking along track, worker was struck by unmanned rail car at airport.",unknown,unknown
10/27/2010,conley,ga,"While worker was attempting to guide a steel beam structure being moved by a crane and a forklift, the structure tilted and crushed worker.",unknown,unknown
10/27/2010,notre dame,in,Worker was in a scissor lift filming a football practice when the lift tipped over. (High winds were reported.),unknown,unknown
10/27/2010,pueblo,co,Worker was caught between a powered industrial truck and a railroad car and was crushed.,unknown,unknown
10/28/2010,murfreesboro,tn,Roofer fell head first from roof to concrete below.,unknown,unknown
10/28/2010,liberal,ks,"While working on the exterior of a bin deck of a grain elevator, worker fell approximately 93 feet to the ground.",unknown,unknown
10/28/2010,eufaula,al,Worker fell from lift.,unknown,unknown
10/29/2010,albuquerque,nm,Sheriff's Deputy was killed after the patrol motorcycle that he was riding was struck by a truck that crossed the median.,unknown,unknown
10/10/2010,midland,tx,Worker was changing the tire on a company truck using a small mechanical jack to lift the truck. The truck slipped off the jack and fell onto worker.,unknown,unknown
10/21/2010,cincinnati,oh,"Worker fell, striking his head, while window washing from a ladder/ scaffold.",unknown,unknown
10/27/2010,booneville,in,Workers were on a metal roof when the roof gave way and collapsed due to deterioration. One worker fell through the roof.,unknown,unknown
10/31/2010,fannin,tx,Worker had installed a liquid nitrogen jacket around the outside of the conductor pipe and was flowing liquid nitrogen in order to form a plug. Worker was found collapsed.,unknown,unknown
11/1/2010,greenwich,ct,Worker was crushed when masonry portico fell from foundation wall into the trench where the worker was working.,unknown,unknown
11/1/2010,colton,ca,Worker was crushed between two pieces of steel K-rails.,unknown,unknown
11/1/2010,bradenton,fl,"Worker was on a residential roof over a pool deck doing stucco work on a chimney. Worker lost his footing at the edge of the roof, fell through the pool screen, and struck his head on the concrete pool decking, sustaining head trauma.",unknown,unknown
11/1/2010,brunswick,ga,Worker was replacing a tire on a tractor trailer when the vehicle fell off the jacks and crushed the worker underneath.,unknown,unknown
11/2/2010,rock island,il,"Worker was loading a backhoe onto a low-boy trailer when the backhoe tipped over, fell off the trailer, and crushed the worker underneath the cab.",unknown,unknown
11/2/2010,secor,il,Worker was pinned under truck during work at a rural site.,unknown,unknown
11/2/2010,metairie,la,"While excavator was lifting a mat, a chain broke and worker was crushed underneath.",unknown,unknown
11/3/2010,charlotte,nc,"Two workers were framing on roof of building 30 feet above ground level, when one fell over the side of the building onto the concrete sidewalk below. He had been walking backwards moving a 2x6 piece of lumber.",unknown,unknown
11/3/2010,neopit,wi,"Worker was cutting a tree down. As tree fell, a branch broke off and struck worker.",unknown,unknown
11/3/2010,jackson,ms,Worker was riding on top of plywood that was on the forks of a rough terrain forklift. Worker fell off the plywood and was run over by the forklift.,unknown,unknown
11/4/2010,cumming,ga,"Forklift, rigged with telescoping boom, was lowering approximately 3,000 lbs. of rebar into excavated area. Boom failed, tipping the forklift and causing it to roll onto and crush the worker.",unknown,unknown
11/5/2010,york,pa,"While flagging traffic, worker was struck by a vehicle he was directing to a different lane.",unknown,unknown
11/5/2010,roosevelt,ny,Worker was electrocuted when ladder contacted overhead electrical lines.,unknown,unknown
11/5/2010,st. joseph,mo,"After worker attached an ammonia nurse tank to a customer's pickup truck, the truck began to roll. Customer jumped into truck and hit the wrong pedal. Truck accelerated and pinned worker.",unknown,unknown
11/5/2010,kingsport,tn,"Worker, attempting to load a forklift onto a flatbed trailer, suffered fatal injuries after a ramp dropped onto him.",unknown,unknown
9/11/2010,cherry creek,nv,"Worker who was attempting to jump start a farm tractor, suffered massive trauma to upper torso when pinned between tractor and vehicle.",unknown,unknown
10/10/2010,bishop,tx,Worker was caught in flash fire at a chemical plant and died a month later during his burn recovery.,unknown,unknown
10/20/2010,cherokee,nc,Worker was working from a parked blood-mobile bus. Worker was standing near the steps at the front of the bus when she fell out of the bus and fatally hit her head on the curb.,unknown,unknown
10/25/2010,martinez,ca,"County jail worker (a nurse) suffered fatal injuries after being struck in the head by an inmate wielding a lamp. She fell, striking her head on floor.",unknown,unknown
11/3/2010,monticello,ky,"Worker, who was unstrapping a double-stacked load from a tractor trailer, was killed when 17 boards of unfinished wood became unstable and fell on him.",unknown,unknown
11/4/2010,long beach,ca,"Two workers were operating utility tractor rigs (UTRs) moving shipping containers on the dock. One operator failed to yield the right of way at an intersection, striking the other UTR. The impact threw the first operator through the front window of the UTR, which continued to move forward and rolled over him.",unknown,unknown
11/5/2010,hobart,in,Worker died after being pinned between his service truck and a semi-trailer when the service truck was hit by another vehicle.,unknown,unknown
11/5/2010,helmsburg,in,Worker was pinned against a wall when the truck response vehicle he was working on rolled forward.,unknown,unknown
11/5/2010,sedalia,mo,"Worker was standing on the lifted forks of a fork truck to repair a down-spout on a grain bin. Worker lost balance and fell approximately 6 feet, striking his head on the concrete pavement.",unknown,unknown
11/5/2010,raleigh,nc,Worker at recycling center was operating a forklift with a scoop attached to the forks. Operator remained in the vehicle while maintenance worker partially removed damaged bolt holding the hydraulic piston to the scoop and walked away to get additional tools. Operator became pinned between the scoop and the mast of the forklift.,unknown,unknown
11/8/2010,tioga,nd,"While worker was installing underground power cable, when the digging apparatus struck a buried gas line. Worker was killed by a natural gas compressed-gas concussion.",unknown,unknown
11/8/2010,troy,al,An 18-wheeler backed up and ran over two workers who were standing behind the truck.,unknown,unknown
11/8/2010,bath,nc,"Worker, a roller operator, walked away from his equipment and was run over by a dump truck backing out into an open lane.",unknown,unknown
11/8/2010,centerton,ar,"While finishing poured concrete with a broom, the handle extension of the broom contacted an overhead electrical line when the worker lifted the broom to reposition it.",unknown,unknown
11/9/2010,buffalo,ny,"Worker died while performing hot work on top of a 10,000-gallon chemical storage tank that exploded.",unknown,unknown
11/9/2010,delevan,ny,Worker entered a manure spreader and was overcome by methane gas.,unknown,unknown
11/9/2010,houston,tx,"While unloading a tanker truck containing lighter fluid, worker began gasping for air. Although treated with oxygen, worker later died at the hospital.",unknown,unknown
11/9/2010,zion,il,"While lifting a dumpster on the back of the garbage truck, the truck's locking mechanism apparently failed, causing the dumpster to fall and strike worker.",unknown,unknown
11/9/2010,wagram,nc,Worker was run over by a forklift in an area where forklifts were moving bales of paper. Worker may have tripped and fallen before being run over.,unknown,unknown
11/10/2010,cleveland,oh,Mechanical lift rolled over and crushed worker.,unknown,unknown
11/10/2010,grand isle,la,A pile of lead fell and struck worker on the torso and head.,unknown,unknown
11/10/2010,red bluff,ca,Worker fell into a wood chipper.,unknown,unknown
11/12/2010,pittsfield,il,Worker fell from a catwalk used to assist in loading trucks with livestock feed. Worker fatally struck his head when he impacted the ground.,unknown,unknown
11/13/2010,salem,ma,"While workers were repairing a flat roof that had gravel on it, the gravel was collected into sandbags. One bag, with rope and hook still attached, fell off roof without any resistance and fatally struck a worker in the head.",unknown,unknown
7/29/2010,lutherville,md,Worker was cutting down a dead tree which fell against another tree. The second tree broke off and struck the victim on the head,unknown,unknown
8/11/2010,baltimore,md,Worker died after falling 23 feet onto two concrete pipes while trying to cross a Jersey wall along an elevated highway ramp.,unknown,unknown
9/1/2010,fort washington,md,Worker died after being pinned between parked trailer and truck.,unknown,unknown
9/11/2010,baltimore,md,Worker was on a roof changing air conditioner filters when he fell through a skylight and landed 17 feet below onto a lower level.,unknown,unknown
9/14/2010,baltimore,md,Worker fell 8 feet from a stepladder onto the concrete floor below.,unknown,unknown
9/24/2010,baltimore,md,Worker fell off a slate roof while painting a cornice.,unknown,unknown
10/4/2010,snyder,tx,"Three workers were burned in a flash fire in a blending vat. One of the injured workers, hospitalized with burns over 45% of his body, passed away a few weeks later.",unknown,unknown
10/14/2010,odenton,md,"Workers were setting structural steel and decking on top of cinder block walls. When a second bundle of decking was placed on unsecured joists, the joists rolled and fell on the victim.",unknown,unknown
10/21/2010,waldorf,md,"Two workers, picking up litter on a median strip, were both struck and killed by a highway vehicle which left the road.",unknown,unknown
10/25/2010,charlotte,nc,Worker died after falling 12 to 15 feet to the concrete floor from an aerial work platform used for picking orders.,unknown,unknown
11/2/2010,holmes mill,ky,Worker suffered fatal injuries after being struck while cutting timber on a steep slope.,unknown,unknown
11/9/2010,nacodoches,tx,A water line ditch approximately 7 feet deep caved in on a worker as he was installing a tracer wire. Preliminary investigation suggests that no cave-in protection was in use at the time of the incident.,unknown,unknown
11/11/2010,chicago,il,The worker fell from an undetermined height.,unknown,unknown
11/11/2010,elmhurst,il,Worker fell from a ladder while caulking a window on a residential structure.,unknown,unknown
11/12/2010,unadilla,ny,Worker was struck by a tree while cutting down an adjacent tree.,unknown,unknown
11/12/2010,memphis,tn,Worker drowned after falling into a river when the guardrail system that the employee was tied to was struck by a hammer that fell from a crane bucket.,unknown,unknown
11/13/2010,west caldwell,nj,Worker went through a skylight and fell approximately 40 feet to the floor.,unknown,unknown
11/13/2010,chatham,ny,Worker was struck and killed by a tree falling from a dump truck.,unknown,unknown
11/14/2010,chico,ca,Traffic control worker struck by drunk driver while working traffic patrol on the highway.,unknown,unknown
11/15/2010,concord,ca,Worker died after being partially pulled into a wood chipper. Foot/ankle got caught in rope and pulled him in. Died from head injury when his head hit the gate on the chute. No contact with blades.,unknown,unknown
11/16/2010,buffalo,ny,"While road painting, worker was killed when the vehicle he was working from was struck by a passing tank truck.",unknown,unknown
11/16/2010,libertyville,il,Maintenance worker went into an area under construction for an unknown reason. Lead-lined drywall fell onto the worker when he tried to move the cart it was on.,unknown,unknown
11/16/2010,quitman,la,"Worker was standing by at a well platform while circulation and cleaning was being performed in the well. A tube rushed up and out of the well. As everyone ran for cover, a portion of the tube struck the worker in the head and killed him.",unknown,unknown
11/16/2010,houston,tx,"While letting a truck down from his wrecker, worker was caught and crushed between the two vehicles.",unknown,unknown
11/16/2010,kearneysville,wv,Worker was operating a drilling rig. He was crushed when the rig platform broke and fell on top of him.,unknown,unknown
11/16/2010,temple,tx,Potential carbon monoxide poisoning: worker was found dead in the sleeper berth of a locked tractor trailer.,unknown,unknown
11/17/2010,santa clara,ca,Worker died of acute exposure to carbon monoxide while using a gas-powered pressure washer inside a freezer.,unknown,unknown
11/17/2010,madera,ca,"Worker who was picking concrete boulders out of a hole, was run over by a frontend loader that backed up over him.",unknown,unknown
11/17/2010,south hadley,ma,"While erecting scaffolding, worker fell approximately 30 feet to the ground.",unknown,unknown
11/18/2010,carrolton,tx,"Worker reached out of loader to retrieve tool while loader's bucket was elevated. The bucket fell, struck the worker's head, and trapped the worker between it and the loader.",unknown,unknown
11/19/2010,austin,tx,Worker was painting pipe when he fell off an eight-foot ladder and fatally struck his head.,unknown,unknown
10/24/2010,clyde,oh,"Wheel assembly exploded, fatally striking employee.",unknown,unknown
11/20/2010,utica,ny,Worker was struck by fireworks during a fireworks show.,unknown,unknown
11/22/2010,new orleans,la,"Workers were pulling cable between two rooms. Two workers found the third worker, who had been working alone, unconscious. Worker was later pronounced dead at hospital.",unknown,unknown
11/22/2010,pagosa springs,co,Ski patrol employee was killed in an avalanche.,unknown,unknown
11/24/2010,cherry hill,nj,The worker collapsed and died in the locker room.,unknown,unknown
11/24/2010,eau claire,wi,Truck driver picked up a load of insulation and began covering the load with tarp. Driver was later found dead on top of the load and underneath the tarp. Cause of death currently unknown.,unknown,unknown
11/27/2010,cotulla,tx,"While workers were rigging up a drill rig, the bottom came loose when the crew picked up the rig. The bottom swung free and fatally struck an employee.",unknown,unknown
10/28/2010,coral springs,fl,"The worker tripped on a median curb, fell backwards and struck his head on a car.",unknown,unknown
11/6/2010,owensboro,ky,Worker was electrocuted while attempting to reposition an aluminum ladder. The ladder created an arc from the overhead lines. Second employee was hospitalized.,unknown,unknown
11/23/2010,ghent,ky,"One worker was killed and 5 others injured, one critically, when the workers were removing a chain from a tire on a front-end loader and the tire exploded.",unknown,unknown
11/23/2010,searcy,ar,Worker was hanging curtains and fell from a ladder.,unknown,unknown
11/23/2010,petoskey,mi,"While delivering mail, worker lost consciousness and hit a parked car. Cardiac arrest likely.",unknown,unknown
11/24/2010,knoxville,tn,"Worker fell 12 feet from the edge of a roof while in the process of measuring and marking metal panels for installation. During the fall, the victim stuck both a stairwell and handrail.",unknown,unknown
11/24/2010,shawboro,nc,A worker servicing a vehicle was run over when a co-worker moved the vehicle.,unknown,unknown
11/25/2010,lodi,ca,"Worker found on floor, after apparent fall from ladder; ladder may have been damaged.",unknown,unknown
11/26/2010,chicago,il,A Chicago police officer was shot and killed while processing the scene of a burglary inside a garage.,unknown,unknown
11/28/2010,loyal,wi,"Worker was caught between a gate and a building, while herding cows into a barn for milking.",unknown,unknown
11/29/2010,cincinnati,oh,Worker was engaged in cleaning debris from a 60-inch storm sewer pipe and collapsed from health issues.,unknown,unknown
11/29/2010,shelby,oh,Worker was struck by a semi-truck as he was walking across a parking lot.,unknown,unknown
11/29/2010,ashland city,tn,Worker was crushed by a metal frame that fell and struck him.,unknown,unknown
11/30/2010,west yarmouth,ma,Worker fell from a 9-foot high unguarded mezzanine while working.,unknown,unknown
11/30/2010,brooklyn,ny,Worker was found crushed between the conveyor belt and roller.,unknown,unknown
11/30/2010,onamia,mn,"Worker was found unresponsive at his vehicle in a parking lot, outside the casino, where he worked; possible heart disease.",unknown,unknown
11/30/2010,amagansett,ny,Worker was crushed by a tractor.,unknown,unknown
12/1/2010,superior,wi,"Worker was working on an elevated catwalk of a material handling system, and was caught between the material chute and the framework of a moving shuttle conveyor.",unknown,unknown
12/1/2010,louisville,ky,Worker was working alone on an elevator when he was trapped between an elevator car and a fixed ladder and was crushed.,unknown,unknown
12/2/2010,green bay,wi,"A lift truck backed into a scissor lift that was being operated by two employees. The scissor lift tipped forward and fell to the ground. Both workers were taken to the hospital, where one worker died.",unknown,unknown
12/3/2010,junction city,ks,Worker was working on a new construction residence and fell from a ladder.,unknown,unknown
12/3/2010,reedsburg,wi,"Worker was approaching a semi-trailer to open the trailer doors and was struck by a straight truck, pinning him against the semi-trailer.",unknown,unknown
12/3/2010,towanda,pa,Worker was struck by a vehicle.,unknown,unknown
12/4/2010,philadelphia,pa,Worker was installing new hinges on the doors of an electrical transformer and contacted an energized conductor inside.,unknown,unknown
11/19/2010,auburn,al,"Worker was conducting repairs on a milling machine, which was not locked out. The machine started, crushing the worker.",unknown,unknown
12/2/2010,dunn,nc,"Worker was operating a stand-up type, reach-rider, high-lift truck in reverse when he struck an empty wooden pallet positioned on the forks of an unmanned reach-rider truck. The worker contacted the pallet with his upper chest and the force lifted him off the deck of the operator's position and crushed him against the vertical boom of the lift. Worker was operating both forklifts in performance of his job.",unknown,unknown
12/2/2010,huntsville,al,Worker was pulling the rubber roofing and fell 15 to 20 feet through a skylight.,unknown,unknown
12/2/2010,palmyra,tn,"Worker was felling trees in a tract with vines intertwined among the trees when one tree uprooted another, which struck and killed the worker.",unknown,unknown
12/2/2010,new york,ny,"Worker was putting a tarp on a leaky roof when he lost his footing, falling about 60 feet through a glass skylight.",unknown,unknown
12/3/2010,andalosia,al,Worker was installing heating and cooling equipment and fell from a ladder.,unknown,unknown
12/3/2010,concord,ca,Worker died after receiving multiple bee stings while working outside an apartment building.,unknown,unknown
12/3/2010,wood dale,il,Worker was inside a baler performing maintenance or troubleshooting and was crushed by the ram.,unknown,unknown
12/3/2010,chicago,il,Worker during felling operations of a wood communication pole was struck by the pole.,unknown,unknown
12/4/2010,green river,wy,"Worker was welding two pieces of pipe when one of the pieces shifted, striking and fatally injuring him.",unknown,unknown
12/5/2010,las vegas,nv,"Worker was changing the left front tire of a semi truck with a trailer attached when the jack slipped, causing the truck to fall, crushing his head.",unknown,unknown
12/5/2010,sedgwick,me,"Worker was dismantling an outrigger from a bridge, using a bucket truck, and fell 38 feet to the ground.",unknown,unknown
12/6/2010,laredo,tx,Worker was performing decking work at a height of 30-35 feet above ground level and fell through the decking.,unknown,unknown
12/7/2010,elko county,nv,"Worker was struck by pipe that was being lowered into an excavation by a side-boom pipe layer, causing him to fall into the excavation.The pipe, consisting of 10 sections of 80-foot pipe that were welded together, then fell on top of him.",unknown,unknown
12/7/2010,wellsboro,pa,"Worker fell two and a half stories from a scaffold, striking his head on a pillar below.",unknown,unknown
12/9/2010,houston,tx,"Worker was conducting checker activities at the unloading area. The driver pulled the tractor trailer forward, causing the worker to fall down under the path of the trailer wheels.",unknown,unknown
12/9/2010,richmond hill,ga,Worker was setting steel bar joists on a concrete-block wall and was knocked off the wall.,unknown,unknown
12/9/2010,nashville,ar,Worker was working at a grain bin. The grain bin collapsed.,unknown,unknown
12/9/2010,sherocta,pa,Worker was heating a valve on the rear of a water truck with a propane torch and an explosion occurred.,unknown,unknown
12/1/2010,galveston,tx,"Worker was operating an aerial lift to perform painting on a 4-story condominium, when he was pinned between the building and the control station in the elevated working platform. His body pushed against the joystick that controlled the lift, causing it to push him even more against the building, which eventually caused his death.",unknown,unknown
12/9/2010,silver spring,md,Worker was found under an overhead door.,unknown,unknown
12/9/2010,everett,ma,Worker fell from lower level while installing asphalt roof shingles.,unknown,unknown
12/10/2010,montery,tn,Bulldozer operator was backing down a slope preparing for seeding. Bulldozer flipped over twice and worker was ejected after hitting his head on dash.,unknown,unknown
12/11/2010,decatur,al,"Worker fell from a vertical staircase located in the locker room. She cut her lip and was taken to the medical room, where she later passed out in the chair. She was rushed to the emergency room, where she was pronounced dead.",unknown,unknown
12/13/2010,edmond,ok,"The drilling rig crew was making a connection, when a worker threw a chain over his shoulder. The chain wrapped around the line going into the drum, and the worker was pulled into the draw works.",unknown,unknown
12/13/2010,garyville,la,"Worker fell into the Mississippi River under the barge he was working on. He was admitted to a hospital, where he later died.",unknown,unknown
12/14/2010,westlake,la,Worker was stepping out of his vehicle and fell over onto the ground.,unknown,unknown
12/14/2010,etters,pa,A 15- to 20-foot trench collapsed on two workers who were inside helping to move storm drain pipes.,unknown,unknown
12/14/2010,prosper,tx,"Worker suffered fatal injuries when he fell from a second floor area, which was not equipped with guardrails or fall protection, to the floor of the foyer below.",unknown,unknown
12/15/2010,attica,oh,Owner of an excavating company performing forestry operations was killed after being struck by a falling branch.,unknown,unknown
12/16/2010,hattiesburg,ms,Worker was picking up trash on the side of the access road and stepped in front of a truck.,unknown,unknown
